locality,zone,infrastructure,area_sqft,distance_highway_km,distance_city_center_km,distance_water_km,distance_metro_km,ownership_changes,years_held,legal_disputes,flood_zone,near_metro,near_tech_park,price_sqft,total_price,asking_price
Bommanahalli,residential,good,1173.1,7.48,15.37,2.82,2.19,0,5,0,0,0,0,5613.52,6585193.79,5587799.53
RR Nagar,residential,good,3745.3,4.06,14.85,5.13,2.24,0,8,0,0,0,0,5096.9,19089665.84,14749103.25
Doddanekundi,commercial,good,1079.2,4.21,16.25,5.47,1.28,1,18,0,0,1,1,8452.94,9122129.07,10982496.05
Nagawara,residential,good,1423.7,7.04,9.72,4.16,4.24,1,16,0,0,0,0,6398.66,9109586.64,10025033.99
Nagawara,residential,good,2920.2,6.09,9.04,2.57,4.72,6,4,0,0,0,0,6089.99,17783843.75,20699290.09
Brookefield,residential,excellent,722.8,4.76,15.08,3.07,1.27,3,13,1,0,1,0,6826.53,4934293.57,4848459.81
JP Nagar,residential,excellent,3076.9,9.17,10.83,5.58,4.08,0,21,0,0,0,0,10318.6,31749023.95,32440933.29
HBR Layout,residential,good,1922.9,8.19,7.49,7.43,3.66,0,1,0,0,0,0,7484.49,14392220.83,18316375.33
Vijayanagar,residential,good,18294.6,5.18,10.67,4.34,4.1,1,8,0,0,0,0,7115.37,130172744.95,110677583.75
Harlur,residential,good,888.0,5.94,19.71,4.04,3.77,1,8,0,0,0,0,4691.56,4166170.79,4684046.03
Jakkur,residential,good,1679.7,4.07,13.97,3.51,2.87,0,13,0,0,0,0,5233.43,8790631.33,8306957.88
KR Puram,residential,good,2590.1,1.75,12.7,7.45,2.45,0,11,0,1,0,0,5319.72,13778458.22,13219058.73
Brigade Road,commercial,excellent,2325.0,4.98,1.95,7.17,4.17,6,1,0,0,0,1,17018.44,39568011.73,43880850.31
ITPL,commercial,excellent,2176.0,4.11,15.95,6.38,0.85,5,7,0,0,1,1,10246.91,22296838.98,24223242.54
RR Nagar,residential,good,906.2,8.11,12.59,7.99,3.01,0,5,0,0,0,0,5545.2,5025244.78,6185326.73
Yelahanka,residential,good,1695.3,4.63,17.23,4.38,1.46,0,24,0,0,1,0,6212.53,10532032.8,8422976.25
Nagawara,residential,good,1815.7,6.76,9.57,1.8,2.89,0,17,0,0,0,0,6477.03,11760157.98,9662154.39
Bellandur,residential,good,1626.8,7.34,16.47,4.56,0.37,1,24,0,1,1,0,6358.78,10344243.12,13623082.47
Sadashivanagar,residential,excellent,15637.4,5.62,2.42,2.07,3.01,2,10,0,0,0,0,16060.59,251145212.58,285523117.36
Bommanahalli,residential,good,3611.2,8.72,11.35,5.59,4.66,0,22,1,1,0,0,4457.61,16097369.46,17343812.35
Thanisandra,residential,good,4261.7,5.45,13.24,7.15,0.77,3,3,0,0,1,0,5464.06,23286367.28,19670900.8
Electronic City,industrial,good,2749.6,6.24,21.41,1.57,2.34,0,19,0,0,0,1,4487.93,12339822.21,14209431.14
Begur,residential,average,1494.9,11.15,17.45,3.42,1.99,1,14,0,0,0,0,3612.24,5399935.7,4965754.57
RR Nagar,residential,good,1310.6,6.74,11.95,6.02,2.16,5,18,0,0,0,0,4522.04,5926535.15,6418375.39
Tumkur Road,industrial,average,3510.7,0.49,13.86,1.72,2.86,0,18,0,0,0,1,2964.21,10406573.73,13320715.17
Brookefield,residential,excellent,1856.7,5.63,15.23,3.0,4.85,5,12,0,0,0,0,5845.54,10853267.76,13709778.8
JP Nagar,residential,excellent,3679.3,9.37,9.92,4.55,1.06,0,24,0,0,1,0,10556.2,38839430.71,38816618.57
Basavanagudi,residential,excellent,3319.9,8.8,7.92,4.24,0.94,0,21,0,0,1,0,10616.75,35246766.54,30578716.19
Sadashivanagar,residential,excellent,9005.3,7.96,3.68,0.21,4.8,3,2,0,0,0,0,16286.48,146664876.43,161453031.01
Yeshwanthpur,commercial,good,1227.9,3.92,6.45,1.08,3.59,0,24,0,0,0,1,8682.49,10661559.35,14280926.9
BTM Layout,residential,excellent,3790.8,8.69,8.11,1.8,1.3,2,3,0,0,1,0,9382.85,35568667.73,31708811.59
Tumkur Road,industrial,average,2391.9,0.3,16.74,3.45,3.89,1,15,0,0,0,1,3177.67,7600527.81,8332704.03
Begur,residential,average,10154.0,8.37,19.68,0.48,1.27,2,10,0,0,1,0,3692.96,37498363.64,33644465.17
MG Road,commercial,excellent,922.1,3.91,1.68,3.57,2.95,1,10,0,0,0,1,30446.88,28075185.26,29889677.69
Lavelle Road,residential,excellent,15683.9,6.66,0.94,2.95,3.72,0,20,0,0,0,0,19736.02,309537488.91,263675430.67
Peenya,industrial,average,4975.1,0.43,12.36,7.14,4.78,3,17,0,0,0,1,3670.15,18259258.56,21662643.83
Marathahalli,commercial,excellent,2652.4,3.19,13.39,1.66,0.4,0,9,0,0,1,1,11618.22,30816088.84,33638517.66
Bellary Road,commercial,excellent,7596.0,0.46,9.94,5.09,2.92,1,24,1,0,0,1,8205.37,62327906.91,55574896.7
Tumkur Road,industrial,average,3149.1,1.64,13.93,2.04,4.29,1,15,0,1,0,1,2601.98,8193814.71,10400443.35
Whitefield,commercial,excellent,1417.2,6.39,19.57,5.84,3.02,1,13,1,0,0,1,6835.14,9686828.26,8928469.76
BTM Layout,residential,excellent,1276.2,8.66,9.64,4.79,1.84,2,1,1,0,0,0,7114.21,9078903.97,8238566.42
Richmond Town,residential,excellent,2672.7,6.67,2.59,5.17,2.62,1,8,0,0,0,0,15189.21,40596659.5,54648380.01
Brigade Road,commercial,excellent,907.3,6.46,1.34,7.86,0.41,6,5,0,0,1,1,23687.33,21491628.31,24765553.5
Whitefield,commercial,excellent,941.2,6.1,17.42,6.41,4.07,0,3,0,0,0,1,9823.85,9246174.98,9091077.81
RR Nagar,residential,good,3489.3,6.44,12.76,3.08,4.15,1,2,0,0,0,0,5388.23,18800966.31,22752876.07
Vijayanagar,residential,good,3104.2,7.57,9.62,4.64,4.22,0,2,0,0,0,0,6377.45,19796602.79,24740232.74
Vijayanagar,residential,good,2107.1,8.44,7.75,6.31,0.4,1,22,1,1,1,0,5621.81,11845524.33,11166450.1
Kanakapura Road,residential,good,3275.1,7.38,15.62,3.72,1.55,1,23,0,0,0,0,5039.1,16503598.83,18303305.94
Electronic City,industrial,good,3284.1,5.08,23.2,7.36,4.17,4,5,0,0,0,1,3561.14,11695163.96,14840231.78
Doddaballapur,agricultural,poor,4063.7,3.25,40.31,7.07,0.75,2,24,0,0,1,0,819.54,3330400.19,4340986.62
Brookefield,residential,excellent,734.0,4.51,20.2,1.07,2.33,0,18,0,1,0,0,7371.18,5410636.31,6003671.05
Bellandur,residential,good,895.7,6.48,19.14,6.98,1.19,6,13,0,0,1,0,5742.47,5143388.59,4577210.92
Banashankari,residential,excellent,3455.7,11.37,10.18,1.93,3.05,0,15,0,0,0,0,7779.06,26882041.48,28232500.49
Bellary Road,commercial,excellent,851.1,0.6,9.47,4.44,2.57,1,4,0,0,0,1,8780.54,7473231.25,9178291.11
Bellandur,residential,good,965.4,8.53,15.86,7.77,2.7,0,9,0,0,0,0,6310.42,6092121.37,7095785.02
Tumkur Road,industrial,average,3211.8,0.95,12.81,2.23,3.65,0,22,1,0,0,1,2640.82,8481797.11,10387318.64
Hoodi,residential,good,1449.5,6.73,17.44,2.44,2.57,2,23,0,0,0,0,4637.82,6722694.19,8073106.79
Bellandur,residential,good,1320.3,5.83,14.28,2.7,2.89,1,10,0,0,0,0,6057.68,7998122.15,6572051.21
Indiranagar,residential,excellent,2529.8,8.08,8.25,4.45,2.83,0,15,0,0,0,0,12661.97,32032705.42,33045608.86
Yeshwanthpur,commercial,good,7600.2,2.34,7.31,6.42,1.47,0,24,0,0,1,1,8832.06,67125175.53,86233786.3
Koramangala,commercial,excellent,3285.6,8.64,5.37,5.72,3.41,1,7,0,0,0,1,18711.04,61476694.15,72823057.65
Begur,residential,average,3141.6,7.03,17.88,4.94,0.4,1,20,1,0,1,0,3211.69,10089945.32,8251526.89
Mahadevapura,residential,good,1588.5,4.81,14.31,4.19,2.88,0,10,0,0,0,0,6154.38,9776434.3,13125667.45
Electronic City,industrial,good,13477.5,6.49,21.0,2.37,2.43,4,13,0,0,0,1,3412.97,45998298.65,56675262.77
Sarjapur Road,residential,good,1166.2,11.44,18.94,4.73,1.67,1,6,0,0,0,1,6327.74,7379295.16,8743095.31
KR Puram,residential,good,1175.0,4.67,16.52,3.14,1.0,4,12,1,0,1,0,3870.52,4547739.56,4861114.92
KR Puram,residential,good,15464.3,4.64,15.11,3.98,3.42,5,21,0,0,0,0,3771.7,58326532.59,73575799.44
Frazer Town,residential,excellent,2011.3,8.51,4.39,5.59,3.8,2,2,0,1,0,0,9647.95,19404863.95,24734291.98
Bannerghatta Road,residential,good,3194.8,7.06,14.1,6.19,1.49,0,2,0,0,1,0,6798.96,21721233.69,23925556.16
Shivajinagar,commercial,excellent,664.8,4.69,4.54,6.52,1.29,3,11,0,0,1,1,15985.74,10627740.71,11715883.85
RR Nagar,residential,good,2053.6,5.65,13.88,6.98,2.56,3,22,0,0,0,0,4426.28,9089606.52,6964761.3
Malleshwaram,residential,excellent,1476.7,7.01,1.09,4.64,1.51,0,8,0,0,0,0,12028.77,17763082.25,19663852.84
Mahadevapura,residential,good,867.9,4.28,16.99,0.94,2.46,4,24,0,0,0,0,4844.63,4204673.34,3577656.74
Mahalakshmi Layout,residential,good,1962.8,5.13,7.73,4.1,1.14,0,4,0,0,1,0,9579.55,18802736.74,23964164.37
Jakkur,residential,good,12625.0,2.04,14.76,0.35,4.14,1,15,0,0,0,0,5351.01,67556358.47,88666690.17
Brigade Road,commercial,excellent,1090.0,4.4,2.55,3.64,0.88,2,2,0,0,1,1,22986.93,25056114.68,22801219.4
Bellandur,residential,good,12689.3,6.37,17.31,6.39,1.0,2,18,1,0,1,0,6114.34,77586798.4,66348504.56
Thanisandra,residential,good,1271.3,5.56,15.47,5.25,0.34,0,4,1,0,1,0,6357.24,8082160.98,7742050.38
Varthur,residential,average,1418.6,9.55,21.33,0.93,1.51,2,13,0,0,0,0,2755.61,3909026.32,4688503.45
Doddaballapur,agricultural,poor,4628.3,3.96,38.36,2.99,3.14,0,12,0,0,0,0,764.5,3538363.37,3702575.89
Bannerghatta Road,residential,good,4799.3,4.74,12.64,0.51,2.26,2,14,0,0,0,0,6150.17,29516679.27,25564889.94
Frazer Town,residential,excellent,2979.9,5.62,6.41,2.41,0.95,1,23,0,0,1,0,12594.96,37531929.2,35695453.55
Kanakapura Road,residential,good,12601.2,7.09,13.96,6.43,4.43,3,15,0,0,0,0,3902.8,49179758.5,57806962.52
Mahalakshmi Layout,residential,good,13254.3,5.95,8.56,1.13,1.83,2,3,0,0,0,0,7973.29,105679939.04,92074423.81
Hoskote,agricultural,poor,4327.9,4.27,33.43,0.95,2.49,3,3,0,0,0,0,1085.49,4697878.89,5946891.78
Sadashivanagar,residential,excellent,16138.3,5.8,4.14,1.61,1.89,1,5,0,0,0,0,16264.94,262487932.27,329634588.59
Bannerghatta Road,residential,good,5423.3,7.61,14.36,5.84,2.97,2,2,0,0,0,0,5547.74,30087065.41,26441863.54
Vijayanagar,residential,good,3493.0,5.84,7.4,5.37,2.58,2,4,0,0,0,0,6369.28,22247677.1,27590007.0
Attibele,industrial,poor,635.2,4.71,32.36,0.39,3.46,1,7,0,0,0,1,1217.49,773303.53,860216.27
Kadugodi,residential,average,1149.4,6.07,21.0,4.32,1.12,2,10,0,0,1,0,3729.47,4286712.72,3725865.42
Sadashivanagar,residential,excellent,4262.7,7.31,8.42,3.55,4.75,1,16,0,0,0,0,14304.05,60974451.56,64018024.89
Carmelaram,residential,average,2935.0,7.6,21.38,6.86,4.38,3,14,0,1,0,0,2735.2,8027887.43,6282268.08
Basaveshwara Nagar,residential,good,1136.0,6.53,9.01,5.57,1.1,2,12,0,0,1,0,6667.74,7574736.45,9904262.05
ITPL,commercial,excellent,4630.8,3.89,17.23,4.74,0.78,2,21,0,0,1,1,11943.13,55306492.68,66918249.21
Varthur,residential,average,13788.1,8.78,22.57,5.1,1.51,0,20,0,0,0,0,3352.75,46228210.5,36823177.4
Mahadevapura,residential,good,3137.5,5.59,13.65,1.56,2.11,0,24,0,0,0,0,5566.16,17463837.93,20765426.33
Vijayanagar,residential,good,1758.8,7.07,8.51,2.15,1.92,2,18,0,0,0,0,7119.2,12521052.89,10912847.82
Kanakapura Road,residential,good,4830.3,9.39,15.29,1.98,1.54,1,13,0,0,0,0,5030.69,24299840.12,22399551.82
Lavelle Road,residential,excellent,3778.7,6.52,4.1,3.18,0.83,0,16,1,0,1,0,22112.33,83555921.87,77838421.91
Tumkur Road,industrial,average,4802.7,2.15,12.47,7.69,2.36,0,6,1,0,0,1,2952.86,14181753.59,14959468.77
JP Nagar,residential,excellent,1983.7,8.73,12.24,1.49,2.9,1,23,0,0,0,0,8322.44,16509588.38,17974616.43
Varthur,residential,average,683.0,7.61,17.08,4.61,0.68,3,1,0,0,1,0,3504.98,2393967.93,2422358.92
HSR Layout,residential,excellent,3277.4,5.4,8.53,5.43,3.32,0,3,0,0,0,1,11007.19,36075150.17,35537559.76
Richmond Town,residential,excellent,693.5,5.07,5.34,2.23,0.46,0,24,0,0,1,0,16051.15,11131557.03,8817904.4
Vasanth Nagar,residential,excellent,1198.0,6.22,5.16,6.77,2.91,1,24,0,0,0,0,17791.82,21314814.74,23601591.83
KR Puram,residential,good,4175.9,5.56,13.26,7.26,0.95,0,1,0,0,1,0,6240.66,26060365.82,25169349.17
JP Nagar,residential,excellent,9564.9,9.35,8.88,5.36,3.08,1,12,0,0,0,0,9465.74,90538906.97,76616764.43
Lavelle Road,residential,excellent,1270.8,5.0,2.76,0.87,4.53,2,15,0,0,0,0,20253.8,25737894.16,19685587.46
Hebbal,residential,excellent,3609.1,4.36,9.39,2.99,0.65,1,13,0,0,1,1,12139.37,43812695.12,58505423.48
Malleshwaram,residential,excellent,1661.5,5.1,5.51,1.33,3.0,2,8,0,0,0,0,11711.11,19457995.7,16281968.21
Frazer Town,residential,excellent,2398.9,4.41,6.86,2.2,1.47,4,6,1,0,1,0,9992.67,23971268.91,20974039.59
Devanahalli,agricultural,average,670.3,2.45,34.31,6.86,4.06,2,19,0,0,0,0,1589.76,1065667.75,870188.06
Anekal,agricultural,poor,2913.2,7.0,36.21,5.73,0.79,1,19,0,0,1,0,1113.24,3243046.16,2475682.95
Mahalakshmi Layout,residential,good,4263.5,5.13,6.32,5.15,2.67,0,4,0,0,0,0,7520.83,32064843.93,27939727.76
Richmond Town,residential,excellent,1733.0,7.56,2.88,7.4,0.59,1,17,0,0,1,0,19447.08,33702157.46,31385453.8
HBR Layout,residential,good,3236.8,5.14,13.32,5.44,3.51,3,23,0,0,0,0,5842.41,18910471.93,17049010.27
Shivajinagar,commercial,excellent,792.3,4.87,4.38,7.56,1.97,5,11,0,0,0,1,12396.4,9822192.04,9062310.0
Anekal,agricultural,poor,645.9,4.84,29.82,3.84,4.22,0,19,0,0,0,0,1171.58,756767.01,1017298.73
Carmelaram,residential,average,2939.1,6.24,20.12,7.08,0.37,5,15,0,1,1,0,3349.92,9845727.96,11076555.83
MG Road,commercial,excellent,1293.9,4.51,0.75,2.95,2.28,1,8,0,0,0,1,25115.59,32497630.4,38034701.05
Devanahalli,agricultural,average,3688.2,1.46,33.53,7.17,3.72,1,11,0,0,0,0,1751.37,6459324.96,6763467.8
Mahadevapura,residential,good,918.4,5.01,15.18,3.52,3.61,2,22,0,0,0,0,5578.55,5123501.22,6612795.6
ITPL,commercial,excellent,1812.5,5.91,15.16,3.89,1.67,5,13,0,0,0,1,8553.63,15503052.64,13876558.05
Tumkur Road,industrial,average,1283.4,2.87,13.99,5.67,4.99,0,6,0,0,0,1,3550.84,4557034.66,4804555.3
Kalyan Nagar,residential,good,1848.5,6.64,10.19,1.06,3.52,0,12,0,0,0,0,6383.77,11800222.68,9780029.19
Peenya,industrial,average,3699.6,2.08,11.64,5.49,1.63,1,3,0,0,0,1,3660.39,13541996.09,14202070.72
Thanisandra,residential,good,2331.1,3.98,13.18,6.74,4.56,5,12,0,0,0,0,5515.39,12857077.36,17114273.49
Sarjapur Road,residential,good,1498.2,9.41,18.27,4.95,2.29,0,13,0,0,0,1,6040.27,9049269.78,8237480.56
Bommanahalli,residential,good,2858.8,8.05,12.38,7.76,4.43,0,2,0,0,0,0,5972.43,17073845.33,22892645.91
Rajajinagar,residential,excellent,2877.9,6.67,7.43,3.75,4.76,0,6,0,0,0,0,9057.54,26066691.37,25365626.0
Banashankari,residential,excellent,628.4,12.49,11.67,6.82,0.42,5,2,0,0,1,0,6521.57,4098225.61,3311005.29
Hoskote,agricultural,poor,2243.1,4.81,33.69,2.27,2.37,0,18,0,0,0,0,1190.91,2671345.59,2716233.52
Carmelaram,residential,average,10909.6,6.9,18.82,6.09,1.16,1,14,0,0,1,0,3918.52,42749668.38,38859922.06
Jayanagar,residential,excellent,1782.6,8.84,6.85,1.51,3.1,0,23,0,0,0,0,11148.06,19872522.29,16701558.65
Shivajinagar,commercial,excellent,2350.1,4.92,3.44,6.3,1.12,1,14,0,0,1,1,16223.15,38125778.66,50701968.29
Jakkur,residential,good,715.2,3.41,12.43,6.15,3.73,3,17,0,0,0,0,5611.46,4013133.42,5184424.58
Mahalakshmi Layout,residential,good,1900.6,6.9,5.37,1.02,2.57,2,10,0,0,0,0,7349.75,13969017.7,13079518.25
Rajajinagar,residential,excellent,19497.3,5.68,6.88,3.39,0.41,0,17,0,0,1,0,11744.19,228980571.88,214655070.76
Rajajinagar,residential,excellent,1441.1,6.83,8.37,5.5,4.12,5,16,0,0,0,0,7936.74,11437292.23,13027782.37
Carmelaram,residential,average,10569.2,6.55,20.27,3.09,3.8,2,4,0,0,0,0,3777.97,39929915.4,33560535.18
Whitefield,commercial,excellent,3716.2,4.97,15.64,7.63,3.28,1,2,0,1,0,1,6996.04,25999015.58,34664465.99
RR Nagar,residential,good,6877.4,8.86,11.2,4.93,3.44,0,18,0,0,0,0,6037.35,41521556.48,51873735.03
Bellary Road,commercial,excellent,4629.6,1.6,10.51,7.68,4.59,4,21,0,0,0,1,9331.52,43200798.15,51630319.45
Vijayanagar,residential,good,6667.4,4.72,7.46,0.78,2.64,0,15,0,0,0,0,6796.29,45313894.54,38909142.51
Kogilu,residential,good,3691.1,6.45,16.61,7.28,4.08,1,20,0,0,0,0,4536.4,16744490.36,18963779.6
KR Puram,residential,good,17035.0,2.25,13.99,3.55,3.25,0,10,0,0,0,0,5521.06,94051111.13,120291755.15
Basavanagudi,residential,excellent,959.8,12.17,5.31,0.99,0.9,1,19,0,0,1,0,10362.27,9945410.8,10570857.73
Basaveshwara Nagar,residential,good,9163.5,5.96,6.02,1.23,2.12,2,7,0,0,0,0,5956.64,54583952.65,72090587.74
Banashankari,residential,excellent,967.3,11.55,9.5,0.84,0.42,2,4,0,0,1,0,7966.49,7705724.1,8906707.23
Doddanekundi,commercial,good,15308.3,3.53,14.42,2.15,2.39,1,19,0,0,0,1,7104.64,108760011.59,144962429.31
Thanisandra,residential,good,1347.7,4.74,12.84,4.78,3.62,2,20,1,1,0,0,4850.2,6536543.37,7865617.36
Koramangala,commercial,excellent,1312.2,10.12,8.47,3.26,3.27,0,8,0,0,0,1,18510.7,24289480.05,31591835.6
Hebbal,residential,excellent,1496.9,2.03,9.78,6.94,2.54,5,17,0,0,0,1,10124.65,15155824.16,16354202.09
Jakkur,residential,good,3722.5,4.39,15.09,4.09,3.66,0,12,0,1,0,0,5434.65,20230257.6,25202616.01
Banashankari,residential,excellent,7737.8,11.59,10.41,0.82,0.61,1,19,0,0,1,0,9822.53,76004869.01,83655814.78
Lavelle Road,residential,excellent,3940.4,5.19,6.69,6.65,4.13,1,10,0,0,0,0,19442.56,76610886.0,72894016.78
Tumkur Road,industrial,average,1984.0,0.58,14.4,7.84,0.5,2,15,0,0,1,1,3175.32,6299860.65,8347237.71
Bellary Road,commercial,excellent,3543.6,2.16,11.54,1.77,4.46,2,1,0,0,0,1,10008.64,35466359.77,40378469.7
Peenya,industrial,average,17463.9,2.34,12.49,4.8,0.33,2,22,0,0,1,1,3584.36,62596737.26,52848727.54
ITPL,commercial,excellent,2414.8,6.35,14.38,4.69,1.89,0,16,0,0,0,1,10447.95,25230088.45,24709470.38
Vijayanagar,residential,good,4166.8,6.15,8.19,6.38,1.69,0,23,0,0,0,0,7759.7,32333219.91,42113513.12
Kanakapura Road,residential,good,10317.2,8.95,15.29,3.4,2.8,1,22,0,0,0,0,4757.58,49084800.21,41199199.41
Peenya,industrial,average,2988.7,2.13,11.84,1.71,3.34,2,15,0,0,0,1,3583.18,10708902.62,10666864.42
Tumkur Road,industrial,average,1944.1,1.16,14.0,1.45,2.26,2,17,0,0,0,1,2686.43,5222607.06,6126569.18
RR Nagar,residential,good,7337.0,6.52,11.25,4.67,2.45,1,9,0,1,0,0,5005.79,36727212.22,43369159.69
Bannerghatta Road,residential,good,4353.9,5.94,13.18,2.64,0.87,3,13,0,0,1,0,5945.32,25885161.94,31876834.37
Peenya,industrial,average,3246.5,1.71,12.23,1.34,4.95,0,5,0,0,0,1,3623.25,11762862.04,9161160.3
Nagarbhavi,residential,good,3797.5,9.84,13.37,4.89,3.7,0,1,0,0,0,0,5456.6,20721487.5,25933314.06
RR Nagar,residential,good,1879.9,8.25,14.03,6.85,4.3,1,20,0,0,0,0,5795.03,10893831.91,10901375.79
Electronic City,industrial,good,3641.4,4.86,21.11,2.54,4.39,6,18,0,0,0,1,3090.65,11254229.76,9593510.34
Attibele,industrial,poor,16049.1,4.59,31.33,1.08,4.79,1,12,0,0,0,1,1401.77,22497240.59,18596540.83
Hoodi,residential,good,1709.9,6.12,15.17,6.65,2.23,0,15,1,0,0,0,4844.12,8283105.86,8236027.16
HSR Layout,residential,excellent,4116.5,7.67,14.04,6.06,0.41,2,23,0,0,1,1,12978.72,53426418.37,67617145.65
Kalyan Nagar,residential,good,3874.7,5.95,9.97,5.74,0.78,0,18,0,0,1,0,7668.86,29714164.26,30143278.75
Yelahanka,residential,good,4730.6,4.97,16.51,2.24,2.23,0,17,0,0,0,0,5617.7,26574832.41,24049014.01
Sadashivanagar,residential,excellent,3801.6,7.01,6.46,1.5,1.93,0,10,1,0,0,0,14945.89,56817895.77,48259377.99
Frazer Town,residential,excellent,2799.1,6.01,3.37,5.91,4.05,5,7,1,0,0,0,8374.24,23440626.57,26129618.21
Nagarbhavi,residential,good,3314.9,6.74,13.25,6.62,2.43,0,24,0,0,0,0,6039.3,20019817.29,23851658.85
Mahadevapura,residential,good,2466.3,5.12,14.01,6.92,1.85,3,2,0,0,0,0,4923.09,12141831.84,9855360.65
Yelahanka,residential,good,15684.9,4.39,17.86,3.57,2.81,1,10,0,0,0,0,4652.53,72974262.63,56011482.6
Doddanekundi,commercial,good,16970.9,6.66,16.81,3.48,4.63,0,19,0,0,0,1,7779.74,132029379.54,144156610.19
Malleshwaram,residential,excellent,1512.7,7.62,6.43,0.34,1.39,1,15,0,0,1,0,13866.04,20974471.46,18109540.56
Frazer Town,residential,excellent,2716.5,9.16,5.16,0.71,4.25,2,13,0,0,0,0,10196.13,27697357.06,30466884.47
JP Nagar,residential,excellent,3085.4,5.8,10.77,5.84,2.32,2,23,1,0,0,0,8087.41,24952977.53,21437427.76
Lavelle Road,residential,excellent,10361.8,7.54,4.98,4.6,2.2,1,13,0,0,0,0,21919.29,227124182.46,267051910.98
Jakkur,residential,good,1753.1,5.2,13.59,7.9,3.21,1,2,0,0,0,0,5571.59,9767545.58,13094947.0
Varthur,residential,average,1078.3,8.06,19.99,1.91,1.45,0,9,0,0,1,0,4208.2,4537803.58,4366886.92
KR Puram,residential,good,3458.4,2.66,13.55,3.64,0.55,1,2,0,0,1,0,5409.42,18707903.09,18702252.89
Lavelle Road,residential,excellent,2464.5,5.76,4.38,2.17,0.9,1,17,1,0,1,0,19475.13,47997179.56,40888474.56
Nagawara,residential,good,1369.3,6.22,9.4,3.01,4.88,5,10,0,1,0,0,5834.57,7989132.95,8086413.34
Brookefield,residential,excellent,2610.5,4.34,16.22,4.1,2.98,4,5,0,0,0,0,6804.74,17763753.59,16787155.66
Bommanahalli,residential,good,18127.3,8.2,13.74,5.51,1.61,2,6,0,0,0,0,5517.4,100015521.39,120795244.15
Indiranagar,residential,excellent,4581.3,7.31,4.7,6.06,1.8,5,8,0,0,0,0,10299.07,47183627.75,55712705.59
Bellandur,residential,good,3551.6,7.93,14.59,2.31,0.48,2,1,0,0,1,0,6413.32,22777672.15,19735087.54
Kadugodi,residential,average,921.5,7.4,24.09,0.5,0.5,0,7,0,0,1,0,3511.85,3236075.34,4357277.86
Frazer Town,residential,excellent,9335.3,8.99,8.35,2.31,0.57,1,7,0,1,1,0,12509.54,116780605.82,148077762.57
Chandapura,residential,average,16339.3,6.34,24.35,5.36,3.09,1,21,0,0,0,0,2303.98,37645559.69,28454787.26
Kadugodi,residential,average,1157.4,8.36,20.74,6.07,3.05,0,12,0,0,0,0,3649.88,4224298.96,3492489.83
Vijayanagar,residential,good,1010.6,7.07,10.75,4.56,1.3,1,17,0,0,1,0,6563.86,6633426.22,6437001.5
Jayanagar,residential,excellent,899.9,10.77,5.76,1.55,3.06,2,10,0,0,0,0,10418.96,9376495.74,9607330.37
Devanahalli,agricultural,average,18708.6,1.0,33.28,0.52,3.8,0,10,0,0,0,0,1660.84,31071932.17,30419336.01
Vijayanagar,residential,good,3324.7,7.34,8.27,5.34,3.03,0,8,0,0,0,0,6363.76,21157885.46,28407502.05
Frazer Town,residential,excellent,7423.2,5.44,5.3,5.59,3.39,0,14,0,0,0,0,11981.66,88942246.83,83579449.25
Tumkur Road,industrial,average,19182.6,1.77,13.28,5.46,1.18,2,6,0,0,1,1,3557.31,68238375.62,86365293.35
ITPL,commercial,excellent,19884.4,5.21,17.47,3.12,0.7,0,16,0,0,1,1,10166.77,202160071.73,204938336.15
BTM Layout,residential,excellent,751.5,8.37,8.39,4.94,3.59,0,20,0,0,0,0,9904.99,7443605.92,8035423.19
Bellary Road,commercial,excellent,12443.1,3.15,9.58,2.51,0.69,1,21,0,0,1,1,10690.42,133021654.71,134561664.65
Mahalakshmi Layout,residential,good,986.8,4.91,7.61,4.25,3.55,2,7,0,0,0,0,7281.29,7185518.9,7039864.25
Vijayanagar,residential,good,1329.2,8.21,9.77,6.74,0.57,1,10,0,0,1,0,6735.57,8952847.37,9983630.76
ITPL,commercial,excellent,18681.7,5.06,15.67,0.98,3.94,3,17,0,0,0,1,10177.56,190134662.22,233455734.41
Bellandur,residential,good,747.7,6.9,16.09,7.7,3.68,0,5,0,0,0,0,5993.38,4481338.22,3987012.02
Brigade Road,commercial,excellent,1206.3,2.89,1.2,0.81,2.86,3,8,0,0,0,1,24169.28,29156209.24,23591212.54
Lavelle Road,residential,excellent,1434.0,4.29,1.4,2.81,4.57,1,6,0,0,0,0,23582.75,33818397.62,44795228.38
Kadugodi,residential,average,5767.1,6.51,22.39,1.38,0.99,3,1,0,0,1,0,3167.49,18267247.36,21135523.91
Thanisandra,residential,good,937.7,4.34,11.67,1.61,2.89,2,1,0,0,0,0,5154.81,4833488.99,3702451.4
Richmond Town,residential,excellent,915.7,6.74,3.67,0.84,4.29,3,12,0,0,0,0,12551.46,11492844.02,12691393.04
Mahadevapura,residential,good,2338.1,3.88,15.13,4.08,3.82,3,19,0,0,0,0,4612.56,10784762.38,9590618.6
Jayanagar,residential,excellent,4706.8,8.72,8.44,2.57,4.46,1,15,0,0,0,0,10479.53,49325483.44,65840198.29
Whitefield,commercial,excellent,948.3,5.52,20.27,0.88,3.98,1,18,0,0,0,1,9002.01,8536547.46,10489211.94
Yelahanka,residential,good,1468.2,3.09,18.28,7.85,0.68,3,24,0,0,1,0,5548.65,8146463.39,6540261.52
